date,reported_by,description,incident_type,severity,status
9/11/2013,,"This threat actor targets South Korean think tanks, industry, nuclear power operators, and the Ministry of Unification for espionage purposes. Also responsible for launching a launching a spear-phishing campaign targeting UN officials, including those affiliated with the UN Security Council.",Espionage,Critical,Resolved
10/31/2013,,"This threat actor targets prodemocratic activists and organizations in Hong Kong, European and international financial institutions, and a U.S.-based think tank.",Espionage,High,Open
12/11/2013,"Mirage is possibly linked to the Hellsing threat actor. It is also known as Vixen Panda, GREF, APT 15, and Playful Dragon. Believed to be associated with Winnti Umbrella",This threat actor uses phishing techniques to compromise the networks of foreign ministries of European countries for espionage purposes.,Espionage,Low,Investigating
2/1/2013,Also known as APT 29 and Cozy Bear. Estonian intelligence services associate this group with the Russian Federal Security Service (FSB) and Foreign Intelligence Service (SVR).,"This threat actor targets government ministries and agencies in the West, Central Asia, East Africa, and the Middle East; Chechen extremist groups; Russian organized crime; and think tanks. It is suspected to be behind the 2015 compromise of unclassified networks at the White House, Department of State, Pentagon, and the Joint Chiefs of Staff. The threat actor includes all of the Dukes tool sets, including MiniDuke, CosmicDuke, OnionDuke, CozyDuke, SeaDuke, CloudDuke (aka MiniDionis), and HammerDuke (aka Hammertoss).",Espionage,Critical,Investigating
9/27/2013,,A threat actor compromised an unclassified U.S. Navy computer network for espionage purposes.,Espionage,High,Resolved
6/4/2013,Also known as APT 21,This threat actor targets computer networks associated with Tibetan and Uighur activists for espionage purposes.,Espionage,High,Resolved
9/4/2013,"Also known as JS Sykipot, Backdoor Sykipot, and Maverick Panda","This threat actor has been targeting the U.S. defense industrial base, telecommunications, computer hardware, government contractors, and aerospace firms since at least 2006. It was also seen targeting ""Umbrella revolution"" activists.",Espionage,Medium,Investigating
9/25/2013,Also known as Dagger Panda and possibly linked to Onion Dog,"This threat actor targets government institutions, military contractors, maritime and shipbuilding groups, telecommunications operators, and others, primarily in Japan and South Korea.",Espionage,HIgh,Investigating
1/1/2013,"Also known as Shell Crew, Web Masters, APT 19, Kung Fu Kittens, Black Vine, Temp.Avengers, and Group 13","This threat actor compromises high-tech sector companies, the U.S. defense industrial base, nongovernmental organizations, and state and federal government entities for espionage purposes. It is also suspected of being behind the breaches at Anthem, the U.S. Office of Personnel Management, and United Airlines.",Espionage,Critical,Open
1/14/2013,Also known as the Rocra and believed to be the same threat actor as Cloud Atlas,"This threat actor targets governments, diplomatic missions, academics, and energy and aerospace organizations for the purpose of espionage.",Espionage,High,Resolved
2/25/2013,,"Threat actors compromised the networks of European Aeronautic Defense and Space Company (EADS) and ThyssenKrupp, defense contractors with offices in Germany.",Espionage,Low,Open
2/19/2013,"Also known as APT 1, Comment Crew, Comment Panda, TG-8223, Group 3, GIF89a, and Byzantine Candor","U.S. cybersecurity firm Mandiant, later purchased by FireEye, released a report in February 2013 that exposed one of China’s cyber espionage units, Unit 61398. The group, which FireEye called APT 1, is a unit within China’s People’s Liberation Army (PLA) that has been linked to a wide range of cyber operations targeting U.S. private sector entities for espionage purposes. The comprehensive report detailed evidence connecting APT 1 and the PLA, offered insight into APT 1’s operational malware and methodologies, and provided timelines of the espionage it conducted.

FireEye termed Unit 61398 “APT 1” to indicate that the threat actor was an Advanced Persistent Threat, a type of operation in which the goal of the network intrusion is not only to gain access to a server or system, but also to retain ongoing access and engage in protracted cyber operations. The APT 1 report exposed the infrastructure of a cyber threat actor and gave both government and nongovernment organizations insight into the escalating nature of state-sponsored cyber operations.",Espionage,Critical,Investigating
3/13/2013,,A threat actor compromised India's Defense Research and Development Organization for espionage purposes.,Espionage,High,Investigating
3/20/2013,,This threat actor primarily compromises government entities and human rights activists in Eastern Europe and Central Asia for espionage purposes. It has also compromised private and public sector entities in the Middle East and in Western countries.,Espionage,High,Resolved
5/20/2013,Also known as Operation Troy and Dark Seoul,"Threat actors compromised the computer networks of South Korean broadcasters and two banks, making them unresponsive.",Denial of service,Medium,Resolved
3/22/2013,,This threat actor targets government and private sector entities interested in maritime issues in the South China Sea for espionage purposes,Espionage,HIgh,Investigating
5/27/2013,,Threat actors compromised various Australian government ministries for the purposes of espionage. Threat actors allegedly infiltrated blueprints of the Australian Security Intelligence Organization's new headquarters.,Espionage,Critical,Investigating
8/16/2012,Believed to have been partially the work of Chrysene,"In 2012, threat actors wiped data from approximately thirty-five thousand computers belonging to Saudi Aramco, one of the world’s largest oil companies. Malware called Shamoon stole passwords, wiped data, and prevented computers from rebooting. Hackers calling themselves the ""Cutting Sword of Justice"" claimed responsibility for the incident, asserting they were retaliating against the al-Saud regime for what the group called widespread crimes against humanity. U.S. intelligence sources have attributed the attack to Iran. Less than two weeks after the Aramco incident, the Qatari gas giant RasGas was also knocked offline by suspected state-sponsored  attackers. 

The Saudi Aramco incident signaled Iran’s growing cyber capabilities and Tehran’s willingness to use them to promote its interests, particularly in its battle of influence in the Middle East with Saudi Arabia. At the time, some countries had the capability to remotely destroy computer data, but there were few publicly known instances of a country using them, and Iran may have been responding to a previous attack against the Iranian Oil Ministry and the National Iranian Oil Company that used a malware called Wiper.",Data destruction,High,Open
5/28/2012,This tool is believed to be the work of the Equation Group. The tool Gauss is believed to be based on the Flame platform.,"A threat actor, using a tool called Flame, targeted computers in the Middle East region; the most compromises were in Iran. This compromise gained widespread coverage due to the modular nature of the malware the threat actors used.",Data destruction,Low,Resolved
7/17/2012,,"This threat actor compromises engineering firms, government entities, and financial and academic institutions in the United States, Israel, Iran, and Pakistan",Espionage,Critical,Open
2/14/2012,,"Threat actors compromised the networks of Nortel, a now-defunct telecommunications equipment provider, over an extended period of time for the purposes of espionage.",Espionage,High,Investigating
8/9/2012,Believed to be based on the Flame platform and possibly the work of the Equation Group,"A threat actor used a tool called Gauss to target the accounts of several Lebanon-based banks, including BlomBank, ByblosBank, Credit Libanais.",Espionage,High,Investigating
3/14/2012,,A threat actor attempted to jam BBC satellite feeds into Iran and launched a series of automated calls to flood the BBC London office. The incident occurred after the BBC announced a spike in viewership of its Persian TV service.,Denial of service,Medium,Resolved
9/14/2012,"Possibly assisted in Operation Aurora, the RSA incident, and the Joint Strike Fighter Program compromise","This threat actor targets private sector companies in the defense, shipping, aeronautics, arms, and energy sectors, as well as nonprofits and financial firms.",Espionage,HIgh,Resolved
4/16/2012,A variant of Lucky Cat for Mac computers,"Malware, believed to be linked to Lucky Cat, that facilitates cyber espionage on activists through spear phishing",Espionage,Critical,Investigating
9/18/2012,,One of the threat actors responsible for the denial of service attacks against U.S in 2012–2013. Three individuals associated with the group—believed to be have been working on behalf of Iran’s Islamic Revolutionary Guard Corps—were indicted by the Justice Department in 2016.,Denial of service,High,Investigating
9/18/2012,Also known as Operation Ababil,"The websites of Bank of America, JPMorgan Chase, Wells Fargo, and other U.S. financial institutions suffered simultaneous outages due to a coordinated denial of service cyberattack in September 2012. Attackers flooded bank servers with junk traffic, preventing users from online banking. An Iranian group called Izz ad-Din al-Qassam Cyber Fighters initially claimed responsibility for the incident. At the time, the media reported that U.S. intelligence believed the denial of service was in response to U.S. imposed economic sanctions to counter Iran’s nuclear program. Seven Iranian individuals linked to the Islamic Revolutionary Guard Corps were eventually indicted by the U.S. Department of Justice in 2016 for their involvement in the incident. 

The denial of service attacks against U.S. banks is significant for two reasons. First, the size and scale of the attacks led the State Department to seek other countries’ assistance in taking down the compromised computers that were flooding the banks with junk traffic. Second, the attacks would indicate that Iran—if it was in fact using the attacks as retaliation for U.S. financial sanctions—was acting proportionally in its dispute with the United States.",Denial of service,Low,Open
11/4/2012,Believed to be the work of PLA Unit 61398,A threat actor compromised Coca-Cola’s network coinciding with the company's attempted acquisition of China Huiyuan Juice Group.,Espionage,Critical,Resolved
3/30/2012,Has links to the Shadow Network and SabPub,"A threat actor targets computer networks associated with Tibetan activists, as well as military research and development, aerospace, engineering, and shipping industries in India and Japan.",Espionage,High,Open
1/1/2011,"Allosh, Syrian Government ",A loosely organized collective of Syrian government–affiliated threat actors that has targeted a wide range of entities since 2011.,,High,Investigating
12/21/2011,,Threat actors compromised the computer networks of the U.S. Chamber of Commerce,Espionage,Medium,Investigating
4/9/2011,Believed to be the work of the Lazarus Group,"Dubbed “Ten Days of Rain,” this attack was a ten-day denial of service campaign that targeted websites associated with the South Korean government and U.S. military forces in South Korea.",Denial of service,HIgh,Resolved
4/18/2011,,"South Korean prosecutors allege that North Korean intelligence conducted a denial of service campaign against a South Korean bank, causing millions of customers to be unable to use the bank's credit cards and ATMs for more than a week.",Denial of service,Critical,Resolved
4/19/2011,,A compromise at the computer network of Oak Ridge National Laboratory led to the exfiltration of approximately one gigabyte of data and the shutdown of the network.,Espionage,High,Investigating
8/3/2011,Believed to be a tool used by PLA Unit 61398,"A threat actor targeted government entities (primarily in the United States), defense contractors, think tanks, and companies in the advanced information technology and aerospace industries for espionage purposes using a tool called Shady RAT.",Espionage,Low,Investigating
8/9/2011,,A threat actor compromised the computer network of the Democratic Progressive Party (a political party in Taiwan) and exfiltrated data.,Espionage,Critical,Open
9/6/2011,,"DigiNotar was a Dutch issuer of the digital security certificates [PDF] that authenticate the identities of servers on the internet. This authentication process is essential for online transactions; the certificates allow users to trust that the website they reached is the one they intended and not a decoy that could be used for fraud. An unknown threat actor breached DigiNotar’s network in 2011 and stole authentication certificates to masquerade as other online properties. For example, the threat actors used the certificates to pose as Google and spy on approximately three hundred thousand Iranian Gmail accounts. The fallout from the cyberattack caused DigiNotar to file for bankruptcy, as it was no longer considered a reliable provider for digital security certificates. 

DigiNotar was a certificate issuer for the Dutch government at the time, so the compromise jeopardized the information of Dutch citizens. The breach also revealed the previously hidden insecurities of online trust infrastructure, leading to new certificate authentication standards to better ensure the future protection of online consumers.",Espionage,High,Resolved
9/19/2011,Possibly linked to the Nitro incident,"A threat actor compromised Mitsubishi Heavy Industries, a Japanese defense contractor, targeting shipyards and research and development facilities.",Espionage,High,Open
10/31/2011,Possibly linked to the Mitsubishi Heavy Industries incident.,A threat actor targeted defense contractors and private companies involved in research and manufacture of chemicals.,Espionage,Medium,Investigating
10/26/2011,This is believed be a tool set used by the Equation Group. It is related to Stuxnet and Flame.,"Threat actors, using a tool dubbed Duqu, targeted industrial control systems in certain countries.",Espionage,HIgh,Investigating
11/9/2011,,Recurring interference with a joint NASA-U.S. Geological Survey satellite in 2007 and 2008,Espionage,Critical,Resolved
2/16/2011,,"A threat actor compromised the computer networks of multiple government departments, which led the government to shut down internet access at the affected departments for almost two months.",Espionage,High,Resolved
11/9/2011,,Recurring interference with a NASA observation satellite,Espionage,Low,Investigating
3/19/2011,"This incident is believed to be the work of Unit 61398 and at least two other Chinese groups, according to the New York Times. The threat actor Sneaky Panda may also have assisted.",Threat actors attacked computer security company RSA and compromised millions of SecureID tokens. Linked to the compromise of data from the U.S. F-35 Joint Strike Fighter program at Lockheed Martin.,Espionage,Critical,Investigating
1/14/2010,Believed to be the work of PLA Unit 61398 with possible assistance from Sneaky Panda. Believed to be associated with Winnti Umbrella,"Operation Aurora was a series of cyberattacks from China that targeted U.S. private sector companies in 2010. The threat actors conducted a phishing campaign that compromised the networks of Yahoo, Adobe, Dow Chemical, Morgan Stanley, Google, and more than two dozen other companies to steal their trade secrets. Google was the only company that confirmed it was a victim and disclosed to the public that the Gmail accounts of certain Chinese human rights activists had been compromised. Google also publicly attributed the incident to China, something companies were reluctant to do for fear of jeopardizing their access to the Chinese market.  

The incident is viewed as a milestone in the recent history of cyber operations because it raised the profile of cyber operations as a tool for industrial espionage. It led Google to cease its operations in China, though it continues to operate a localized version of its search engine in Hong Kong. As a result of the Gmail compromise, Google began notifying users if it believed their accounts had been targeted or compromised by a state-sponsored actor. This practice later spread to other email providers.",Espionage,High,Open
3/12/2010,Also known as Manganese,"This threat actor targets telecommunications and technology companies, particularly regional telecommunication providers, high-tech manufacturers, firms specializing in technology with military applications, and Asia-based employees of global tech firms. Believed to have been active since at least 2007, this large threat group consists of several subgroups with distinct tactics and infrastructure.",Espionage,High,Resolved
1/12/2010,,"Threat actors disrupted access to Baidu, China's most popular search engine. A group calling itself the Iran Cyber Army, which could be state sponsored, claims credit for the incident.",Defacement,Medium,Open
1/14/2010,,Threat actors compromised computers in the office of the Indian prime minister.,Espionage,HIgh,Investigating
3/30/2010,,Google announced that botnets and malware were targeting computer users in Vietnam with the intention of muting critics of a controversial government-approved plan that allowed a Chinese company to mine there.,Denial of service,Critical,Investigating
1/25/2010,,A threat actor compromised U.S. oil companies through spear phishing and remote administration tools,Espionage,High,Resolved
4/19/2010,,"A threat actor compromised the computer networks of Rio Tinto, BHP Billiton, and Fortescue Metals and exfiltrated data.",Espionage,Low,Resolved
4/6/2010,Has links to Lucky Cat and GhostNet,"A cyber threat actor that compromised government, business, academic, and other computer network systems, such as the Office of His Holiness the Dalai Lama and the United Nations, for espionage purposes.",Espionage,Critical,Investigating
7/22/2010,Codenamed “Olympic Games” and believed to be the work of the Equation Group,"Believed to have been developed as a joint operation between U.S. and Israeli intelligence services, the Stuxnet malware compromised industrial control systems at the Natanz nuclear material enrichment facility in Iran. Stuxnet was specifically designed to cause centrifuges to fail while providing readings to their operators that they were running normally. Reports indicate that the United States pursued the Stuxnet operation as a way of degrading Iran’s nuclear weapons program without resorting to an airstrike or an attack by special operation forces.

Stuxnet was the first publicly known instance in which a cyber operation caused physical damage outside of a controlled testing environment. It demonstrated the potential effectiveness and value of a cyber weapon. Many experts and former government officials feared that the attack on Natanz would open the door to other states conducting destructive cyberattacks and Stuxnet would represent, in the words of former Director of the National Security Agency Michael Hayden, a moment when “somebody crossed the Rubicon.” However, nation-states have so far exercised restraint.",Sabotage,High,Investigating
3/20/2009,,Threat actors compromised computers associated with Senator Ben Nelson and data was exfiltrated.,Espionage,High,Open
4/21/2009,Sneaky Panda is among some of the actors suspected to be behind this incident.,"Computers associated with the U.S. Air Force's Joint Strike Fighter (also known as the F-35 Lightning II) project at Lockheed Martin, also known as the were compromised. The similarities between the F-35 and the Chinese J-20 have fueled speculation that the Chinese government may have been behind the compromise.",Espionage,Medium,Resolved
7/8/2009,,A series of denial of service incidents affecting at least thirty-five government and commercial websites in South Korea and the United States,Denial of service,HIgh,Open
3/28/2009,,"GhostNet was a large-scale electronic espionage program used to spy on individuals, organizations, and governments. The threat actors breached 1,295 computers in 103 countries over a two-year period, predominately focusing on governments in Southeast Asia. The GhostNet operation was discovered after an investigation into a potential breach of the office of the Dalai Lama in India. Investigators at the University of Toronto’s Citizen Lab confirmed that the threat actors were based in China.

The report about GhostNet was one of the first publicly available in which computer security researchers outlined their methodology and backed up their claims with forensic evidence [PDF], demystifying cyber operations and demonstrating that private actors had significant capabilities to attribute threat actors.",Espionage,Critical,Investigating
8/13/2008,Believed to be linked to Sandworm.,A series of denial of service incidents and defacements of Georgian government and nongovernment websites coincided with Russia’s military operation in the country.,Denial of service,High,Investigating
3/21/2008,,Attempted compromises of pro-Tibet groups using spear phishing techniques,Espionage,Low,Resolved
5/5/2008,,A threat actor compromised Indian military computer networks for espionage purposes.,Espionage,Critical,Resolved
11/4/2008,,"In 2008, a foreign entity waged cyber espionage operations against the presidential campaigns of Barack Obama and John McCain. Phishing emails sent to top campaign aides delivered malware, allowing threat actors to exfiltrate data from both campaigns. U.S. intelligence officials believe that Chinese threat actors were seeking internal policy papers in order to gain leverage with the winner of the election.

This was the first time that a foreign actor was discovered exfiltrating large quantities of information from a U.S. presidential race for potential use by a foreign government.",Espionage,High,Investigating
11/19/2008,,Malware gathered data from computer networks associated with the Discovery Space Shuttle.,Espionage,High,Investigating
11/19/2008,,Spear phishing compromised computers at NASA headquarters,Espionage,Medium,Open
11/28/2008,Associated with Turla,"Agent.btz was malicious software designed to steal documents from classified and unclassified U.S. military networks in 2008. A flash drive infected with Agent.btz was reportedly inserted into a laptop at a U.S. military base in the Middle East, and from there the worm spread undetected to U.S. computers at the Department of Defense and in combat zones. Russia is suspected of being behind the incident. Once the compromise was detected, it took fourteen months to remove Agent.btz from the Pentagon’s networks and the incident triggered a departmental ban of USB drives.

Agent.btz was a significant breach of U.S. military systems, and the vulnerabilities it exposed ultimately led to the creation of U.S. Cyber Command, a military command with the mission of defending Department of Defense networks and conducting offensive cyber operations for the U.S. military.",Espionage,HIgh,Resolved
5/16/2007,,"In April 2007, Russia-based attackers launched a series of denial of service attacks against Estonian public and private sector organizations in response to the government's removal of a Soviet war monument from downtown Tallinn. For three weeks, threat actors targeted state and commercial websites, ranging from foreign and defense ministries to banks and media outlets, by overloading their bandwidth and flooding their servers with junk traffic, rendering them inaccessible to the public. In order to mitigate the onslaught, Estonia briefly closed its digital borders and blocked all international web traffic.

This series of denial of service operations in Estonia in 2007 was the first time that a foreign actor threatened another nation’s security and political independence primarily through cyber operations.",Denial of service,Critical,Open
9/24/2007,,Threat actors exfiltrated unclassified information from Department of Homeland Security (DHS) computers to Chinese servers. Threat actors are believed to have penetrated the DHS network through a U.S. contractor.,Espionage,High,Investigating
10/4/2007,,"A threat actor disrupts Syrian radar and air defense systems, rendering them ineffective and paving the way for an air strike. This was possibly a case of electronic warfare instead of a cyber operation.",Denial of service,Low,Investigating
10/23/2007,,The Chinese government accused Taiwan's intelligence agency of compromising Chinese government computers.,Denial of service,Critical,Resolved
12/7/2007,,"Phishing attempts were made at several U.S. Department of Energy National Laboratories, and at least one was successful against the Oak Ridge National Laboratory.",Espionage,High,Resolved
1/12/2007,,"During routine maintenance, the National Defense University discovered malware that gave threat actors persistent access to its network.",Espionage,High,Investigating
6/22/2007,,"A DDoS and defacement attack targeted Estonian government websites, news outlets, and financial institutions.",Espionage,Medium,Investigating
8/27/2007,,"Threat actors compromised computers in the chancellery and in the foreign, economic, and research ministries.",Espionage,HIgh,Open
9/9/2007,,A compromise of the French Defense Ministry's website,Espionage,Critical,Resolved
9/12/2007,,An attempted compromise of government computer systems,Espionage,High,Open
7/11/2006,,Threat actors exfiltrated sensitive but unclassified information.,Espionage,Low,Investigating
8/17/2006,,Threat actors accessed unclassified information and email and probed the Pentagon network.,Espionage,Critical,Investigating
12/4/2006,,This undefined cyber incident at the U.S. Naval War College led the college to shut down its internal- and external-facing computer networks.,Espionage,High,Resolved
8/25/2005,Believed to be partially the work of PLA Unit 61398.,"Titan Rain was a string of cyber operations that compromised a number of agencies within the U.S. and UK government. Chinese state-sponsored actors are suspected of breaching the unclassified networks of the U.S. Departments of State, Homeland Security, and Energy, and UK defense and foreign ministries. Although the attacks were first publicly revealed in 2005, the United States reported that they had been ongoing since at least 2003. The United Kingdom reported that the campaign continued as late as 2007.

Titan Rain was the first instance of state-sponsored espionage from China that was made public, triggering a decades-long effort by the U.S. government to reduce the breadth and scope of Chinese cyber operations against U.S. targets.",Espionage,High,Resolved
,Also known as Triton and Xenotime,"This threat actor targets the Triconex safety instrumented system (SIS) controllers produced by Schneider Electric, as well as a proprietary network communications protocol. SIS controllers maintain safe conditions in an industrial system should other failures occur. In 2017, the U.S. Department of Homeland Security released a malware analysis report on the tools used by this threat actor.",Sabotage,Medium,Investigating
,Also known as AridViper and Desert Falcon.,Previously targeted Israeli soldiers by pretending to be women looking for romantic partners.,,HIgh,Investigating
,Believed to be the work of MuddyWater.,"A group has attacked 131 victims in thirty organizations since September 2018, including unidentified government embassies, telecommunications firms, and a Russian oil and gas company.",Espionage,Critical,Open
,Also known as Thallium and Smoke Screen,This threat actor targeted foreign ministries and think tanks in Europe and the United States using malware hidden in Microsoft Word documents and antiquated file formats.,,High,Resolved
,,"This threat actor targets government organizations and entities in the financial, petrochemical, and transportation sectors for espionage purposes.",,Low,Open
,Believed to be responsible for the targeting of employees of companies that operate U.S. power plants. Also believed to be linked to Crouching Yeti,"This threat actor targets business and industrial control networks in the power-utility sector, for the purpose of espionage. In 2017, the U.S. Department of Homeland Security warned U.S. critical infrastructure operators about this threat actor and its capabilities.",Espionage,Critical,Investigating
,APT 28,"Just prior to news reports suggesting that the World Anti-Doping Agency might ban Russian athletes from all international sporting events, APT 28 attacked a number of sporting and anti-doping organizations.",Espionage,High,Investigating
